"Name";"Subtitle";"Acceleration";"TopSpeed";"Range_km";"Efficiency";"FastChargeSpeed";"Drive";"NumberofSeats";"PriceinGermany";"PriceinUK";"price_germany_num";"price_uk_num"
"Hyundai IONIQ 5 Standard Range 2WD";"Battery Electric Vehicle |       58 kWh ";"8.5 sec";"185 km/h";"310 km";"187 Wh/km";"720 km/h";"Rear Wheel Drive";"5";"41900";"36995";41900.0;36995.0
"Hyundai IONIQ 5 Standard Range AWD";"Battery Electric Vehicle |       58 kWh ";"6.1 sec";"185 km/h";"305 km";"190 Wh/km";"710 km/h";"All Wheel Drive";"5";"45700";"";45700.0;0.0
"Hyundai IONIQ 5 Long Range 2WD";"Battery Electric Vehicle |       72.6 kWh ";"7.4 sec";"185 km/h";"385 km";"189 Wh/km";"890 km/h";"Rear Wheel Drive";"5";"45100";"41945";45100.0;41945.0
"Hyundai IONIQ 5 Long Range AWD";"Battery Electric Vehicle |       72.6 kWh ";"5.2 sec";"185 km/h";"375 km";"194 Wh/km";"870 km/h";"All Wheel Drive";"5";"48900";"45145";48900.0;45145.0
"Kia EV6 Standard Range 2WD";"Battery Electric Vehicle |       58 kWh ";"8.5 sec";"185 km/h";"320 km";"181 Wh/km";"740 km/h";"Rear Wheel Drive";"5";"44990";"40985";44990.0;40985.0
"Kia EV6 Long Range 2WD";"Battery Electric Vehicle |       77.4 kWh ";"7.5 sec";"185 km/h";"420 km";"184 Wh/km";"980 km/h";"Rear Wheel Drive";"5";"54990";"48000";54990.0;48000.0
"Kia EV6 Long Range AWD";"Battery Electric Vehicle |       77.4 kWh ";"5.4 sec";"185 km/h";"410 km";"189 Wh/km";"950 km/h";"All Wheel Drive";"5";"56000";"52000";56000.0;52000.0
"Mercedes EQS 450+";"Battery Electric Vehicle |       107.8 kWh";"6.2 sec";"210 km/h";"640 km";"168 Wh/km";"840 km/h";"Rear Wheel Drive";"5";"106374";"95000";106374.0;95000.0
"Mercedes EQS 580 4MATIC";"Battery Electric Vehicle |       107.8 kWh";"4.3 sec";"210 km/h";"610 km";"177 Wh/km";"800 km/h";"All Wheel Drive";"5";"135529";"115000";135529.0;115000.0
"Tesla Model 3 Standard Range Plus";"Battery Electric Vehicle |       50 kWh ";"5.6 sec";"225 km/h";"340 km";"147 Wh/km";"680 km/h";"Rear Wheel Drive";"5";"43560";"40990";43560.0;40990.0
"Polestar 2 Standard Range Single Motor";"Battery Electric Vehicle |       61 kWh ";"7.4 sec";"160 km/h";"350 km";"174 Wh/km";"450 km/h";"Front Wheel Drive";"5";"46500";"39900";46500.0;39900.0
"Polestar 2 Long Range Single Motor";"Battery Electric Vehicle |       75 kWh ";"7.4 sec";"160 km/h";"425 km";"176 Wh/km";"550 km/h";"Front Wheel Drive";"5";"49500";"42900";49500.0;42900.0
"Polestar 2 Long Range Dual Motor";"Battery Electric Vehicle |       75 kWh ";"4.7 sec";"205 km/h";"395 km";"190 Wh/km";"510 km/h";"All Wheel Drive";"5";"52500";"45900";52500.0;45900.0
"Volkswagen ID.4 Pure";"Battery Electric Vehicle |       52 kWh";"10.9 sec";"160 km/h";"285 km";"182 Wh/km";"410 km/h";"Rear Wheel Drive";"5";"36950";"32150";36950.0;32150.0
"Audi Q4 e-tron 40";"Battery Electric Vehicle |       76.6 kWh";"8.5 sec";"160 km/h";"405 km";"189 Wh/km";"500 km/h";"Rear Wheel Drive";"5";"47500";"44990";47500.0;44990.0
"Audi Q4 e-tron 50 quattro";"Battery Electric Vehicle |       76.6 kWh";"6.2 sec";"180 km/h";"385 km";"199 Wh/km";"470 km/h";"All Wheel Drive";"5";"53600";"51370";53600.0;51370.0
"Audi Q4 Sportback e-tron 50 quattro";"Battery Electric Vehicle |       76.6 kWh";"6.2 sec";"180 km/h";"400 km";"192 Wh/km";"490 km/h";"All Wheel Drive";"5";"55600";"52870";55600.0;52870.0
"Mercedes EQB 350 4MATIC";"Battery Electric Vehicle |       66.5 kWh";"6.5 sec";"160 km/h";"340 km";"196 Wh/km";"400 km/h";"All Wheel Drive";"7";"60000";"50000";60000.0;50000.0
"Volkswagen ID.4 GTX";"Battery Electric Vehicle |       77 kWh";"6.2 sec";"180 km/h";"400 km";"193 Wh/km";"490 km/h";"All Wheel Drive";"5";"50415";"55540";50415.0;55540.0
"Mercedes EQA 300 4MATIC";"Battery Electric Vehicle |       66.5 kWh";"7.7 sec";"160 km/h";"350 km";"190 Wh/km";"420 km/h";"All Wheel Drive";"5";"53538";"";53538.0;0.0
"Mercedes EQA 350 4MATIC";"Battery Electric Vehicle |       66.5 kWh";"6.0 sec";"160 km/h";"350 km";"190 Wh/km";"420 km/h";"All Wheel Drive";"5";"56216";"";56216.0;0.0
"Toyota PROACE Verso M 50 kWh";"Battery Electric Vehicle |       45 kWh ";"12.1 sec";"130 km/h";"185 km";"243 Wh/km";"250 km/h";"Front Wheel Drive";"7";"58530";"";58530.0;0.0
"Toyota PROACE Verso L 50 kWh";"Battery Electric Vehicle |       45 kWh ";"12.1 sec";"130 km/h";"180 km";"250 Wh/km";"240 km/h";"Front Wheel Drive";"7";"59385";"";59385.0;0.0
"Toyota PROACE Verso M 75 kWh";"Battery Electric Vehicle |       68 kWh ";"13.1 sec";"130 km/h";"270 km";"252 Wh/km";"290 km/h";"Front Wheel Drive";"7";"64530";"";64530.0;0.0
"Toyota PROACE Verso L 75 kWh";"Battery Electric Vehicle |       68 kWh ";"13.1 sec";"130 km/h";"270 km";"252 Wh/km";"290 km/h";"Front Wheel Drive";"7";"65385";"";65385.0;0.0
"CUPRA Born 150 kW - 62 kWh";"Battery Electric Vehicle |       58 kWh";"7.3 sec";"160 km/h";"350 km";"166 Wh/km";"440 km/h";"Rear Wheel Drive";"5";"36770";"30500";36770.0;30500.0
"CUPRA Born 170 kW - 62 kWh";"Battery Electric Vehicle |       58 kWh";"6.6 sec";"160 km/h";"345 km";"168 Wh/km";"430 km/h";"Rear Wheel Drive";"5";"39000";"31500";39000.0;31500.0
"CUPRA Born 170 kW - 82 kWh";"Battery Electric Vehicle |       77 kWh";"7.0 sec";"160 km/h";"450 km";"171 Wh/km";"550 km/h";"Rear Wheel Drive";"5";"43000";"42000";43000.0;42000.0
"BMW i4 M50";"Battery Electric Vehicle |       80.7 kWh";"3.9 sec";"225 km/h";"450 km";"179 Wh/km";"630 km/h";"All Wheel Drive";"5";"69900";"63905";69900.0;63905.0
"Volvo XC40 Recharge Twin Pure Electric";"Battery Electric Vehicle |       75 kWh";"4.9 sec";"180 km/h";"340 km";"221 Wh/km";"440 km/h";"All Wheel Drive";"5";"59250";"49950";59250.0;49950.0
"Renault Megane E-Tech Electric";"Battery Electric Vehicle |       60 kWh ";"8.0 sec";"160 km/h";"335 km";"179 Wh/km";"480 km/h";"Front Wheel Drive";"5";"38000";"32500";38000.0;32500.0
"Peugeot e-Rifter Standard 50 kWh";"Battery Electric Vehicle |       45 kWh ";"11.7 sec";"135 km/h";"200 km";"225 Wh/km";"270 km/h";"Front Wheel Drive";"7";"37590";"30375";37590.0;30375.0
"Peugeot e-Rifter Long 50 kWh";"Battery Electric Vehicle |       45 kWh ";"11.7 sec";"135 km/h";"195 km";"231 Wh/km";"260 km/h";"Front Wheel Drive";"7";"42590";"32455";42590.0;32455.0
"MG Marvel R ";"Battery Electric Vehicle |       65 kWh ";"7.9 sec";"200 km/h";"340 km";"191 Wh/km";"390 km/h";"Rear Wheel Drive";"5";"40000";"";40000.0;0.0
"Tesla Model 3 Long Range Dual Motor";"Battery Electric Vehicle |       76 kWh ";"4.4 sec";"233 km/h";"490 km";"155 Wh/km";"820 km/h";"All Wheel Drive";"5";"53560";"";53560.0;0.0
"MG MG5 EV Long Range";"Battery Electric Vehicle |       57 kWh ";"7.7 sec";"185 km/h";"340 km";"168 Wh/km";"340 km/h";"Front Wheel Drive";"5";"";"26495";0.0;26495.0
"Audi Q4 e-tron 45 quattro";"Battery Electric Vehicle |       76.6 kWh";"6.9 sec";"180 km/h";"385 km";"199 Wh/km";"470 km/h";"All Wheel Drive";"5";"50900";"";50900.0;0.0
"Audi Q4 Sportback e-tron 40";"Battery Electric Vehicle |       76.6 kWh";"8.5 sec";"160 km/h";"425 km";"180 Wh/km";"520 km/h";"Rear Wheel Drive";"5";"49500";"";49500.0;0.0
